Domain;Phylum;Class;Order;Family;Genus;Species
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquitalea;magnusonii
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Arachidicoccus;sp
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Arachidicoccus;sp
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Arcanobacterium;haemolyticum
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;fulgidus
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;profundus
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;Archangium;gephyra
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;butzleri
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;nitrofigilis
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;sp
Bacteria;Bacteroidetes;Flacobacteria;Flacobacteriales;Flacobacteriaceae;Arenibacter;algicola
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;algicola
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;aromaticum
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Arsenicicoccus;sp
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Arsenophonus;symbiont
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter;alpinus
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter;arilaitensis
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter;aurescens
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter;chlorophenolicus
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter;phenanthrenivorans
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter;sp
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;alpinus
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;crystallopoietes
Fungi;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Arthroderma;obtusum
Bacteria;Cyanobacteria;Oscillatoriophycidae;Oscillatoriales;Phormidiaceae;Arthrospira;maxima
Bacteria;Cyanobacteria;Oscillatoriophycidae;Oscillatoriales;Phormidiaceae;Arthrospira;platensis
Bacteria;Cyanobacteria;Oscillatoriophycidae;Oscillatoriales;Phormidiaceae;Arthrospira;sp
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia;bogorensis
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Ashbya;gossypii
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;flavus
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;fumigatus
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;nidulans
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;niger
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;oryzae
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;tubingensis
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;ustus
Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Aster;yellows
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;biprosthecum
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;excentricus
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium;parvulum
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium;rimae
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium;vaginae
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Aurantimicrobium;minutum
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aurantimonas;sp
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aureimonas;sp
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Auricoccus;indicus
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Auricoccus;indicus
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azoarcus;sp
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;aromaticum
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;aromaticum
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;olearius
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;olearius
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Azorhizobium;caulinodans
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;sp
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;brasilense
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;brasilense
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;lipoferum
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;sp
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter;chroococcum
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter;vinelandii
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;altitudinis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;altitudinis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;amyloliquefaciens
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;anthracis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;aryabhattai
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;atrophaeus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;beveridgei
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;bombysepticus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;bombysepticus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;cellulasensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;cellulosilyticus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;cereus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;clausii
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;coagulans
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;coahuilensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;cohnii
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;cohnii
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;cytotoxicus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;filamentosus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;flexus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;flexus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;gibsonii
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;glycinifermentans
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;halodurans
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;horikoshii
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;infantis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;intestinalis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;intestinalis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;kochii
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;kochii
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;krulwichiae
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;lehensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;lehensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;megaterium
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;methanolicus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;methanolicus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;muralis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;mycoides
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;paralicheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;pseudofirmus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;pseudomycoides
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;pumilus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;safensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;selenitireducens
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;siamensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;simplex
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;smithii
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;sonorensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;sonorensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;sp
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;subtilis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;thuringiensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;toyonensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;vallismortis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;velezensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;weihaiensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;weihenstephanensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;xiamenensis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;xiamenensis
Viruses;dsDNA_viruses;X;X;X;Bacillus;phage
Viruses;dsDNA_viruses;X;X;X;Bacteriophage;phage
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Bacterioplanes;sanyensis
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovorax;marinus
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovorax;sp
Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracles;Bacteriovoracaceae;Bacteriovorax;stolpii
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroidales;bacterium
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;caccae
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;caecimuris
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;cellulosilyticus
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;clarus
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;coprocola
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;coprophilus
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;dorei
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;eggerthii
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;finegoldii
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;fluxus
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;fragilis
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;helcogenes
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;heparinolyticus
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;intestinalis
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;ovatus
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;plebeius
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;salanitronis
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;sp
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;stercoris
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;thetaiotaomicron
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uniformis
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;vulgatus
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;xylanisolvens
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;zoogleoformans
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Bacteroides;pectinophilus
Viruses;dsDNA_viruses;X;X;X;Bacteroides;phage
Bacteria;Bacteroidetes;unclassified;unclassified;unclassified;Bacteroidetes;bacterium
Bacteria;Bacteroidetes;X;X;X;Bacteroidetes;bacterium
Bacteria;Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Barnesiella;viscericola
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;sp
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Barnettozyma;californica
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;apis
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;australis
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;bacilliformis
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;clarridgeiae
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;grahamii
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;henselae
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;quintana
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;sp
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;tribocorum
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;vinsonii
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Basfia;succiniciproducens
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Basilea;psittacipulmonis
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Basilea;psittacipulmonis
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Baumannia;cicadellinicola
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;bacteriovorus
Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;exovorus
Fungi;Ascomycota;Sordariomycetes;Glomerellales;Cordycipitaceae;Beauveria;bassiana
Fungi;Ascomycota;Sordariomycetes;Glomerellales;Cordycipitaceae;Beauveria;pseudobassiana
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Beggiatoa;leptomitoformis
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Beggiatoa;sp
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;indica
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Belliella;sp
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Cytophagaceae;Belliella;baltica
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Weeksellaceae;Bergeyella;cardium
Bacteria;unclassified;unclassified;unclassified;unclassified;Berkelbacteria;bacterium
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Bermanella;sp
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Bernardetiaceae;Bernardetia;litoralis
Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Beta;proteobacterium
Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;bacterium
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Beutenbergiaceae;Beutenbergia;cavernae
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;actinocoloniiforme
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;adolescentis
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;angulatum
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;animalis
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;asteroides
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;bifidum
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;breve
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;catenulatum
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;choerinum
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;coryneforme
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;dentium
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;gallicum
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;indicum
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;kashiwanohense
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;longum
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;pseudocatenulatum
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;pseudolongum
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;pseudolongum
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;scardovii
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;sp
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;wadsworthia
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Blastochloris;viridis
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Blastochloris;viridis
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae;Blastococcus;sp
Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;saxobsidens
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;sp
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Blastopirellula;marina
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Blattabacterium;sp
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;hansenii
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;hydrogenotrophica
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;sp
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Blochmannia;floridanus
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;avium
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;bronchialis
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;bronchiseptica
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;flabilis
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;genomosp
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;genomosp
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;hinzii
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;holmesii
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;parapertussis
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;pertussis
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;petrii
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;pseudohinzii
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;sp
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;trematum
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Borellia;bisettii
